fold,n_val,raw_auc,mean_best_epoch,member_auc_mean,member_auc_std
0,9,1.0,28.0,1.0,0.0
1,8,0.8666666666666667,17.6,0.8933333333333333,0.059628479399994376
2,8,0.6666666666666667,5.6,0.5866666666666667,0.11925695879998875
3,8,0.8,9.6,0.8133333333333332,0.05577733510227169
4,8,1.0,24.0,1.0,0.0
