exp_id,n_splits,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,brier_score_mean,brier_score_std,ece_mean,ece_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std
B0,20,0.8446428571428571,0.15514580301555211,0.75,0.12814126067791465,0.7044642857142858,0.1722056128395585,0.16982728699222208,0.06860370981968376,0.17352103853428907,0.10088530175158117,0.8714285714285713,0.20676008191025652,0.5375,0.4313000543033878
B1,20,0.8732142857142857,0.18556782831192448,0.7681818181818182,0.17317996583168402,0.7535714285714286,0.17749676628270253,0.14805389977991582,0.08933750023027373,0.21406239401033172,0.07838815559343104,0.8071428571428573,0.22835986449491838,0.7,0.2879144609812179
B2,20,0.8553571428571427,0.19370982484273097,0.7772727272727273,0.14591732600588642,0.7473214285714286,0.17228356259332933,0.14899094831198453,0.0811607353740197,0.2046819392032128,0.06851975103547987,0.8571428571428571,0.17342199390482402,0.6375,0.3390679950439998
B3,20,0.8446428571428571,0.15514580301555211,0.7272727272727272,0.16422011771990921,0.7053571428571429,0.17172006858514594,0.16982728699222208,0.06860370981968376,0.17352103853428907,0.10088530175158117,0.7857142857142858,0.22941573387056177,0.625,0.3088603840606711
B4,20,0.8714285714285713,0.14163006835444153,0.7954545454545453,0.12116227045072342,0.7642857142857143,0.14163006835444153,0.15431224707383664,0.07238525346004901,0.2244026793092912,0.06317666848873617,0.8785714285714287,0.15563183303665792,0.65,0.28562028528873973
B5,20,0.8732142857142857,0.13879322997694402,0.7772727272727271,0.14886843010653283,0.7526785714285715,0.16276624474885923,0.15914395166706288,0.08757216040150961,0.2015912986151472,0.09747358574364154,0.8428571428571429,0.19053883681581432,0.6625,0.2955258471196546
B6,20,0.875,0.14402716356759793,0.7818181818181817,0.13959489017271173,0.7589285714285715,0.15615934534494147,0.15398212041022474,0.08020144086667487,0.21857794458152385,0.08250487474905088,0.8428571428571429,0.16646962932190837,0.675,0.28214404682341737
B7,20,0.8714285714285713,0.18372269301030905,0.7909090909090908,0.12548297299445352,0.7767857142857144,0.14361874056793594,0.15424379418615417,0.07504701620175509,0.23267362547354759,0.07454652805520444,0.8285714285714285,0.1709265833188911,0.725,0.29132185131333965
